"country","degree","site_id","n_species","n_prey","n_predators","taxas_prey","taxas_predators","mean_abund_prey","mean_abund_predator","sd_abund_prey","sd_abund_predator"
"ger","mid","00575",14,5,9,"Asellidae_Baetis_Ceratopogonidae_Physella_Psychodidae","Chironomidae_Elmidae_Empididae_Erpobdella_Gammarus_Helobdella_Hydropsyche_Simuliidae_Simulium",97.8,341.333333333333,120.628354875626,529.877580201314
"ger","mid","00579",14,6,8,"Asellidae_Baetidae_Baetis_Ceratopogonidae_Dugesiidae_Naididae","Chironomidae_Dicranota_Empididae_Erpobdella_Gammarus_Hydropsyche_Rhyacophila_Tipulidae",137.6,129.6,169.560750175269,142.043856406594
"ger","mid","00578",20,9,11,"Asellidae_Baetis_Ceratopogonidae_Dugesiidae_Leuctra_Naididae_Planorbidae_Psychodidae_Sphaeriidae","Chironomidae_Elmidae_Erpobdella_Gammarus_Halesus_Hydraenidae_Hydropsyche_Limnephilidae_Limoniidae_Rhyacophila_Simulium",56.7111111111111,130.472727272727,76.5584163310025,158.992610462934
"ger","mid","00027",31,14,17,"Asellidae_Baetidae_Baetis_Glossosomatidae_Goeridae_Heptageniidae_Lumbriculidae_Nemoura_Niphargidae_Planorbidae_Psychodidae_Sphaeriidae_Stratiomyidae_Taeniopterygidae","Chaetopteryx_Chironomidae_Dicranota_Elmidae_Empididae_Erpobdella_Gammarus_Halesus_Hydropsyche_Leptoceridae_Leptophlebiidae_Limnephilidae_Plectrocnemia_Potamophylax_Rhyacophila_Simulium_Siphonoperla",47.6857142857143,70.6352941176471,91.1761343363902,128.290241937844
"ger","mid","00546",19,11,8,"Bithyniidae_Ceratopogonidae_Dendrocoelum_Eiseniella_Lumbricidae_Lumbriculidae_Lymnaea_Naididae_Niphargidae_Psychodidae_Sphaerium","Agabus_Chironomidae_Empididae_Erpobdella_Limnephilus_Limoniidae_Stenophylax_Tipulidae",11.0909090909091,15.15,15.2840737073239,21.8926602181775
"ger","mid","00105",15,7,8,"Asellidae_Baetidae_Baetis_Eiseniella_Naididae_Psychodidae_Sphaeriidae","Agabus_Chironomidae_Dolichopodidae_Empididae_Gammarus_Limnephilidae_Simulium_Stenophylax",149.371428571429,295.9,324.839641024541,704.461626248828
"ger","mid","00033",20,8,12,"Asellidae_Baetis_Dugesiidae_Eiseniella_Lumbriculidae_Naididae_Psychodidae_Taeniopterygidae","Chironomidae_Elmidae_Empididae_Erpobdella_Gammarus_Helobdella_Hydraenidae_Hydropsyche_Limoniidae_Rhyacophila_Simuliidae_Simulium",28.05,69.4333333333333,32.8016985622914,121.634140940873
"ger","mid","00577",17,9,8,"Asellidae_Baetis_Caenidae_Lumbriculidae_Lymnaeidae_Naididae_Physella_Psychodidae_Psychomyiidae","Chironomidae_Empididae_Erpobdella_Gammarus_Limoniidae_Simuliidae_Simulium_Tipulidae",41.0666666666667,208.5,29.6971379092329,427.397265851272
"ger","mid","00003",31,13,18,"Asellidae_Baetis_Ceratopogonidae_Hydroptilidae_Lumbricidae_Lumbriculidae_Mystacides_Naididae_Planorbidae_Potamopyrgus_Psychodidae_Psychomyiidae_Scirtidae","Calopteryx_Chaetopteryx_Chironomidae_Dendrocoelum_Dicranota_Elmidae_Empididae_Erpobdella_Gammarus_Glossiphonia_Hydraenidae_Hydropsyche_Isoperla_Limnephilidae_Limnephilus_Polycelis_Rhyacophila_Simuliidae",14.1230769230769,29.2,17.5380611740178,51.085533810521
"ger","mid","00110",42,18,24,"Baetis_Caenidae_Ceratopogonidae_Dugesiidae_Eiseniella_Ephemerella_Ephemeridae_Glossosomatidae_Goeridae_Heptageniidae_Leuctra_Micrasema_Naididae_Nemoura_Planorbidae_Sphaeriidae_Tabanidae_Taeniopterygidae","Chaetopteryx_Chironomidae_Dicranota_Elmidae_Erpobdellidae_Gammarus_Glossiphonia_Gyrinidae_Halesus_Hydraenidae_Hydropsyche_Isoperla_Leptophlebiidae_Limnephilidae_Odontocerum_Perla_Perlodes_Polycentropus_Potamophylax_Rhyacophila_Sericostoma_Sericostomatidae_Simuliidae_Siphonoperla",54.2166666666667,68.4875,64.1447925537584,100.281917016154
