"country","degree","site_id","n_species","n_prey","n_predators","taxas_prey","taxas_predators","mean_abund_prey","mean_abund_predator","sd_abund_prey","sd_abund_predator"
"ger","least","00615",22,9,13,"Asellidae_Baetis_Ceratopogonidae_Goeridae_Lepidostomatidae_Paraleptophlebia_Psychodidae_Sphaeriidae_Sphaerium","Athripsodes_Chironomidae_Dicranota_Elmidae_Empididae_Gammarus_Glossiphonia_Halesus_Hydraenidae_Hydropsyche_Limnephilidae_Limoniidae_Simulium",25,26.5384615384615,27.5771644662754,47.6368474058604
"ger","least","00616",24,8,16,"Asellidae_Baetis_Ceratopogonidae_Lepidostomatidae_Planorbidae_Psychodidae_Sphaeriidae_Sphaerium","Athripsodes_Chironomidae_Dytiscidae_Elmidae_Empididae_Ephemerellidae_Erpobdella_Gammarus_Halesus_Hydraenidae_Hydropsyche_Limnephilidae_Polycelis_Rhyacophila_Simuliidae_Simulium",27.375,34.6875,49.5665137538872,52.099544143879
"ger","least","00619",28,14,14,"Acroloxidae_Asellidae_Baetidae_Baetis_Glossosomatidae_Goeridae_Lepidostomatidae_Lumbriculidae_Lymnaeidae_Naididae_Paraleptophlebia_Planorbidae_Psychomyiidae_Sphaeriidae","Athripsodes_Chironomidae_Dicranota_Elmidae_Empididae_Erpobdella_Gammarus_Glossiphonia_Halesus_Hydropsyche_Limnephilidae_Potamophylax_Simulium_Tipulidae",46.5,58.9285714285714,89.48893356594,87.8481769748365
"ger","least","00627",22,9,13,"Acroloxidae_Asellidae_Baetis_Ceratopogonidae_Goeridae_Lepidostomatidae_Planorbidae_Psychodidae_Sphaeriidae","Athripsodes_Chironomidae_Elmidae_Empididae_Erpobdella_Gammarus_Halesus_Hydraenidae_Hydropsyche_Potamophylax_Rhyacophila_Simuliidae_Simulium",47.6666666666667,68.0769230769231,93.7163272861245,122.164139267941
"ger","least","13100",36,16,20,"Acroloxidae_Asellidae_Baetidae_Baetis_Bithyniidae_Caenidae_Corophiidae_Corophium_Lymnaea_Physa_Planorbidae_Platycnemis_Radix_Sphaeriidae_Sphaerium_Valvatidae","Anabolia_Anacaena_Athripsodes_Chironomidae_Coenagrionidae_Corixidae_Dytiscidae_Erpobdella_Gammaridae_Gammarus_Glossiphonia_Ilybius_Laccophilus_Leptoceridae_Limnephilidae_Notonectidae_Orthetrum_Sialis_Simulium_Viviparus",10.8740625,3.69275,20.10361743723,6.89218101508781
"ger","least","13102",47,21,26,"Acroloxidae_Aphelocheiridae_Asellidae_Baetidae_Baetis_Bithyniidae_Caenidae_Ceratopogonidae_Dixidae_Ephemeridae_Haliplus_Hydroptilidae_Leptophlebia_Lymnaea_Lymnaeidae_Nemoura_Paraleptophlebia_Planorbidae_Platycnemis_Sphaeriidae_Spongillidae","Athripsodes_Calopteryx_Chironomidae_Corixidae_Culicidae_Dendrocoelidae_Dytiscidae_Erpobdella_Gammarus_Gomphus_Gyrinidae_Halesus_Hydrophilidae_Hydropsyche_Laccophilus_Leptoceridae_Lestes_Libellula_Limnephilidae_Notonectidae_Polycentropodidae_Polycentropus_Sericostomatidae_Sialis_Simulium_Viviparus",8.03547619047619,31.1344230769231,18.4294056404949,126.580485686593
"ger","least","13095",25,14,11,"Asellidae_Baetidae_Bithyniidae_Caenidae_Ceratopogonidae_Haliplus_Lymnaea_Lymnaeidae_Planorbidae_Scirtidae_Sphaeriidae_Sphaerium_Unionidae_Valvatidae","Anacaena_Chironomidae_Coenagrionidae_Corixidae_Erpobdella_Gammarus_Glossiphoniidae_Helobdella_Laccophilus_Sialis_Viviparus",6.64285714285714,20.0854545454545,9.47820774081377,51.9686021292927
"ger","least","00647",18,6,12,"Asellidae_Baetis_Ceratopogonidae_Heptageniidae_Sphaeriidae_Taeniopterygidae","Chironomidae_Dicranota_Elmidae_Ephemerellidae_Gammarus_Hydropsyche_Leptophlebiidae_Limnephilidae_Polycentropus_Rhyacophila_Simuliidae_Simulium",3.2,14.6666666666667,3.27902424510707,29.3806780456858
"ger","least","00136",36,14,22,"Baetidae_Baetis_Dugesiidae_Eiseniella_Enchytraeidae_Ephemeridae_Goeridae_Heptageniidae_Lumbriculidae_Planorbidae_Psychomyiidae_Ptychopteridae_Scirtidae_Sphaeriidae","Chaetopteryx_Chironomidae_Chrysops_Dicranota_Elmidae_Erpobdella_Erpobdellidae_Gammarus_Glossiphonia_Halesus_Helobdella_Leptophlebiidae_Limnephilidae_Limoniidae_Odontocerum_Pedicia_Plectrocnemia_Potamophylax_Rhyacophila_Sericostoma_Simuliidae_Simulium",30.8571428571429,105.054545454545,54.991100179039,318.977904485222
"ger","least","00645",15,6,9,"Asellidae_Ceratopogonidae_Enchytraeidae_Galba_Lumbriculidae_Sphaeriidae","Chironomidae_Dicranota_Erpobdella_Helobdella_Limnephilidae_Limnephilus_Limoniidae_Simuliidae_Simulium",6.13333333333333,10.9333333333333,9.24222195506398,14.4720420121004
