"country","degree","site_id","n_species","n_prey","n_predators","taxas_prey","taxas_predators","mean_abund_prey","mean_abund_predator","sd_abund_prey","sd_abund_predator"
"fr","least","00290",61,26,35,"Agapetus_Arrenuridae_Athericidae_Baetidae_Baetis_Blephariceridae_Caenidae_Ceratopogonidae_Ephemeridae_Glossosomatidae_Goeridae_Heptageniidae_Hydroptilidae_Lepidostomatidae_Leuctra_Leuctridae_Micrasema_Micronectidae_Mystacides_Nemoura_Nemouridae_Niphargidae_Paraleptophlebia_Planorbidae_Psychomyiidae_Sphaeriidae","Athripsodes_Calopteryx_Chironomidae_Dicranota_Dytiscidae_Elmidae_Empididae_Ephemerellidae_Ephydridae_Erpobdellidae_Gammaridae_Gammarus_Gerris_Gomphidae_Gyrinidae_Helophorus_Hydraenidae_Hydropsyche_Leptoceridae_Leptophlebiidae_Limnephilidae_Limoniidae_Oecetis_Perla_Perlodes_Perlodidae_Polycentropodidae_Polycentropus_Rhyacophila_Serratella_Sialis_Simuliidae_Siphonoperla_Tabanidae_Tipulidae",24.6538461538462,27.9428571428571,40.8858824610083,60.7696677710879
"fr","least","00329",21,10,11,"Asellidae_Baetis_Ceratopogonidae_Mermithidae_Nemouridae_Siphlonuridae_Sphaeriidae_Sphaerium_Tabanidae_Taeniopterygidae","Chironomidae_Corixidae_Crangonyx_Empididae_Gammarus_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Perlodidae_Serratella",21.5,322.454545454545,38.825106424695,1015.72155275315
"fr","least","00361",41,20,21,"Agapetus_Arrenuridae_Athericidae_Baetis_Blephariceridae_Ceratopogonidae_Ephemerella_Ephemeridae_Glossosomatidae_Goeridae_Haliplus_Heptageniidae_Lepidostomatidae_Micrasema_Paraleptophlebia_Planorbidae_Psychomyiidae_Rhagionidae_Scirtidae_Sphaeriidae","Calopteryx_Chironomidae_Cordulegaster_Corixidae_Dinocras_Elmidae_Gammarus_Hydraenidae_Hydropsyche_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Odontocerum_Oecetis_Perla_Planariidae_Rhyacophila_Sericostoma_Simuliidae_Siphonoperla",28.5,27.6666666666667,36.6052915358019,38.9645137700104
"fr","least","00381",60,33,27,"Agapetus_Arrenuridae_Asellidae_Athericidae_Baetidae_Baetis_Blephariceridae_Brachycentrus_Caenidae_Ceratopogonidae_Cheumatopsyche_Dryopidae_Dugesiidae_Ephemerella_Ephemeridae_Glossosomatidae_Goeridae_Heptageniidae_Hydrometridae_Hydroptilidae_Lepidostomatidae_Leuctra_Mermithidae_Micrasema_Micronectidae_Mystacides_Nemoura_Nemouridae_Oligoneuriidae_Paraleptophlebia_Planorbidae_Potamopyrgus_Sphaeriidae","Aeshnidae_Athripsodes_Calopteryx_Chironomidae_Corduliidae_Dicranota_Elmidae_Empididae_Erpobdellidae_Gammarus_Gomphidae_Gomphus_Gyrinidae_Hydraenidae_Hydropsyche_Hydropsychidae_Leptoceridae_Limnephilidae_Limoniidae_Oecetis_Orconectes_Perlodes_Rhyacophila_Sericostoma_Serratella_Simuliidae_Siphonoperla",40.469696969697,48.6296296296296,109.029378164925,126.287263548122
"fr","least","00562",52,28,24,"Aphelocheiridae_Arrenuridae_Asellidae_Athericidae_Baetidae_Baetis_Brachycentrus_Caenidae_Dugesiidae_Echinogammarus_Ephemerella_Ephemeridae_Hydroptilidae_Leuctra_Micronectidae_Moitessieriidae_Paraleptophlebia_Physa_Planorbidae_Platycnemis_Potamopyrgus_Psychodidae_Pyralidae_Radix_Sphaeriidae_Sphaerium_Tabanidae_Unionidae","Athripsodes_Chironomidae_Dytiscidae_Elmidae_Gammaridae_Gammarus_Glossiphoniidae_Gomphidae_Gomphus_Helophorus_Hydraenidae_Hydrochus_Hydropsyche_Leptoceridae_Limnephilidae_Limoniidae_Nepidae_Orconectes_Planariidae_Polycentropus_Serratella_Sialis_Simuliidae_Tipulidae",41.875,23.2708333333333,155.195612826976,39.4533238712881
"fr","least","00570",16,9,7,"Asellidae_Caenidae_Cordulia_Dugesiidae_Ferrissia_Planorbidae_Sphaeriidae_Sphaerium_Spongillidae","Chironomidae_Dicranota_Gammaridae_Gammarus_Glossiphonia_Helobdella_Sialis",23.2222222222222,129.142857142857,53.0607618155304,268.184904230538
"fr","least","00618",16,5,11,"Asellidae_Baetis_Dugesiidae_Potamopyrgus_Tabanidae","Anabolia_Chironomidae_Dicranota_Elmidae_Gammaridae_Gammarus_Glossiphonia_Helobdella_Helophorus_Polycelis_Serratella",5,249.272727272727,6.2449979983984,548.718341393668
"fr","least","00620",37,23,14,"Argulidae_Arrenuridae_Asellidae_Baetidae_Baetis_Bithyniidae_Caenidae_Ceratopogonidae_Cheumatopsyche_Cyrenidae_Dryopidae_Dugesiidae_Heptageniidae_Micronectidae_Piscicolidae_Planorbidae_Polymitarcyidae_Potamanthidae_Potamopyrgus_Psychomyiidae_Sphaeriidae_Sphaerium_Spongillidae","Athripsodes_Calopteryx_Chironomidae_Coenagrionidae_Dendrocoelum_Elmidae_Gammaridae_Gammarus_Hydropsychidae_Leptoceridae_Oecetis_Polycelis_Serratella_Simuliidae",26.3913043478261,178.142857142857,54.4415776359766,301.811927465499
"fr","least","00751",50,24,26,"Arrenuridae_Athericidae_Baetis_Bythinellidae_Caenidae_Ceratopogonidae_Ephemerella_Ephemeridae_Glossosomatidae_Goeridae_Heptageniidae_Hydroptilidae_Lepidostomatidae_Leuctra_Leuctridae_Micrasema_Micronectidae_Nemouridae_Planorbidae_Psychomyiidae_Scirtidae_Sphaeriidae_Taeniopterygidae_Valvatidae","Calopteryx_Chironomidae_Elmidae_Empididae_Erpobdellidae_Gammarus_Glossiphoniidae_Hydraenidae_Hydropsyche_Isoperla_Leptophlebiidae_Limnephilidae_Limoniidae_Odontocerum_Oecetis_Perla_Perlidae_Philopotamidae_Polycentropodidae_Polycentropus_Potamopyrgus_Rhyacophila_Sericostoma_Serratella_Simuliidae_Siphonoperla",45.5,105.653846153846,129.529667577002,214.696332955678
"fr","least","00777",36,16,20,"Arrenuridae_Astacidae_Baetidae_Baetis_Ceratopogonidae_Echinogammarus_Ephemeridae_Goeridae_Heptageniidae_Ichneumonidae_Leuctra_Micronectidae_Paraleptophlebia_Planorbidae_Psychomyiidae_Sphaeriidae","Athripsodes_Chironomidae_Dicranota_Elmidae_Gammaridae_Gammarus_Halesus_Hydropsyche_Hydropsychidae_Leptophlebiidae_Limnephilidae_Limoniidae_Pedicia_Polycelis_Polycentropus_Potamopyrgus_Rhyacophila_Serratella_Simuliidae_Tipulidae",55.8125,46.05,155.777284929479,80.1462314837861
